Itinerary,Total Amount,Carrier,Brand Name,Carry On Allowance,Checked Bag Allowance,Seat Selection,Cancellation,Advance Change,Seat Pitch,Seat Type,Direct Aisle Access,Portion Shelves,wifis_quality,fresh_foods_quality
IAD/20200730 10:35/UA6065/OP UA6065/Y/20200730 11:47/CLE~CLE/20200730 12:30/UA0242/OP UA0242/Y/20200730 12:53/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200729 10:35/UA6065/OP UA6065/Y/20200729 11:47/CLE~CLE/20200729 12:30/UA0242/OP UA0242/Y/20200729 12:53/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200731 10:35/UA6065/OP UA6065/Y/20200731 11:47/CLE~CLE/20200731 12:30/UA0242/OP UA0242/Y/20200731 12:53/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200802 10:35/UA6065/OP UA6065/Y/20200802 11:47/CLE~CLE/20200802 12:30/UA0242/OP UA0242/Y/20200802 12:53/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200729 10:30/UA3519/OP UA3519/Y/20200729 11:36/EWR~EWR/20200729 14:55/UA2193/OP UA2193/Y/20200729 16:30/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200730 10:30/UA3519/OP UA3519/Y/20200730 11:36/EWR~EWR/20200730 14:55/UA2193/OP UA2193/Y/20200730 16:30/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200731 10:30/UA3519/OP UA3519/Y/20200731 11:36/EWR~EWR/20200731 14:55/UA2193/OP UA2193/Y/20200731 16:30/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200801 10:30/UA3519/OP UA3519/Y/20200801 11:36/EWR~EWR/20200801 14:55/UA2193/OP UA2193/Y/20200801 16:30/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200802 10:30/UA3519/OP UA3519/Y/20200802 11:36/EWR~EWR/20200802 14:55/UA2193/OP UA2193/Y/20200802 16:30/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~30,standard legroom~standard legroom,no~no,ONE(0),standard~better,standard~standard,
IAD/20200729 10:45/UA3568/OP UA3568/Y/20200729 11:39/PIT~PIT/20200729 12:15/UA3598/OP UA3598/Y/20200729 12:46/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200730 10:45/UA3568/OP UA3568/Y/20200730 11:39/PIT~PIT/20200730 12:15/UA3598/OP UA3598/Y/20200730 12:46/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200731 10:45/UA3568/OP UA3568/Y/20200731 11:39/PIT~PIT/20200731 12:15/UA3598/OP UA3598/Y/20200731 12:46/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200801 10:45/UA3568/OP UA3568/Y/20200801 11:39/PIT~PIT/20200801 12:15/UA3598/OP UA3598/Y/20200801 12:46/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200802 10:45/UA3568/OP UA3568/Y/20200802 11:39/PIT~PIT/20200802 12:15/UA3598/OP UA3598/Y/20200802 12:46/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200802 18:30/DL4939/OP DL4939/Y/20200802 20:15/JFK~JFK/20200802 21:00/DL4669/OP DL4669/Y/20200802 23:00/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200801 06:00/DL5115/OP DL5115/Y/20200801 07:25/JFK~JFK/20200801 09:40/DL4954/OP DL4954/Y/20200801 11:21/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),n/a~standard,standard~standard,
IAD/20200802 06:00/DL5115/OP DL5115/Y/20200802 07:25/JFK~JFK/20200802 09:40/DL4954/OP DL4954/Y/20200802 11:27/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),n/a~standard,standard~standard,
IAD/20200801 10:02/DL4837/OP DL4837/Y/20200801 11:17/JFK~JFK/20200801 13:35/DL5660/OP DL5660/Y/20200801 15:21/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200802 10:02/DL4837/OP DL4837/Y/20200802 11:18/JFK~JFK/20200802 13:35/DL5660/OP DL5660/Y/20200802 15:25/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),n/a~standard,standard~standard,
IAD/20200730 10:41/UA6068/OP UA6068/Y/20200730 12:09/CVG~CVG/20200730 12:30/UA4415/OP UA4415/Y/20200730 12:53/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200729 10:41/UA6068/OP UA6068/Y/20200729 12:09/CVG~CVG/20200729 12:30/UA4415/OP UA4415/Y/20200729 12:53/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200731 10:41/UA6068/OP UA6068/Y/20200731 12:09/CVG~CVG/20200731 12:30/UA4415/OP UA4415/Y/20200731 12:53/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200801 10:41/UA6068/OP UA6068/Y/20200801 12:09/CVG~CVG/20200801 12:30/UA3802/OP UA3802/Y/20200801 12:56/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~31,standard legroom~standard legroom,no~no,ONE(0),standard~n/a,standard~standard,
IAD/20200802 10:41/UA6068/OP UA6068/Y/20200802 12:09/CVG~CVG/20200802 12:30/UA4415/OP UA4415/Y/20200802 12:53/ORD-UA SAA2AKBN EOU PUBLIC,172.00 USD,UA,BASIC ECONOMY,For a fee,1st for USD35  - 2nd for USD45,Assigned or for a fee,Non-refundable,Free,30~30,standard legroom~standard legroom,no~no,ONE(0),standard~standard,standard~standard,
IAD/20200729 06:10/DL4668/OP DL4668/Y/20200729 07:44/MSP~MSP/20200729 08:28/DL3610/OP DL3610/Y/20200729 09:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200731 06:10/DL4668/OP DL4668/Y/20200731 07:44/MSP~MSP/20200731 08:28/DL3610/OP DL3610/Y/20200731 09:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
IAD/20200730 06:10/DL4668/OP DL4668/Y/20200730 07:44/MSP~MSP/20200730 08:28/DL3610/OP DL3610/Y/20200730 09:55/ORD-DL UAVNA0BQ EOU PUBLIC,172.00 USD,DL,BASIC ECONOMY,1 free & personal item,1st for USD30  - 2nd for USD40,At check-in or for a fee,Non-refundable,Free,31~31,standard legroom~standard legroom,no~no,TWO(0),standard~standard,standard~standard,
