Itinerary,Total Amount,Carrier,Brand Name,Carry On Allowance,Checked Bag Allowance,Seat Selection,Cancellation,Advance Change,Seat Pitch,Seat Type,Direct Aisle Access,Portion Shelves,wifis_quality,fresh_foods_quality
DCA/20200801 08:00/DL2211/OP DL2211/Y/20200801 09:53/ATL~ATL/20200801 12:38/DL0365/OP DL0365/Y/20200801 15:10/MEX~MEX/20200801 17:15/AM0382/OP AM0382/Y/20200801 18:41/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 08:26/DL0334/OP DL0334/Y/20200803 10:55/MEX~MEX/20200803 17:15/AM0382/OP AM0382/Y/20200803 18:41/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 09:56/DL0363/OP DL0363/Y/20200803 12:30/MEX~MEX/20200803 17:15/AM0382/OP AM0382/Y/20200803 18:41/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 12:38/DL0365/OP DL0365/Y/20200803 15:10/MEX~MEX/20200803 17:15/AM0382/OP AM0382/Y/20200803 18:41/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200729 07:00/DL2049/OP DL2049/Y/20200729 08:44/ATL~ATL/20200729 09:53/DL0363/OP DL0363/Y/20200729 12:15/MEX~MEX/20200729 15:45/AM0274/OP AM0274/Y/20200729 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200730 07:00/DL2049/OP DL2049/Y/20200730 08:44/ATL~ATL/20200730 09:53/DL0363/OP DL0363/Y/20200730 12:15/MEX~MEX/20200730 15:45/AM0274/OP AM0274/Y/20200730 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200731 07:00/DL2049/OP DL2049/Y/20200731 08:44/ATL~ATL/20200731 09:53/DL0363/OP DL0363/Y/20200731 12:15/MEX~MEX/20200731 15:45/AM0274/OP AM0274/Y/20200731 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200729 07:00/DL2049/OP DL2049/Y/20200729 08:44/ATL~ATL/20200729 11:53/DL0365/OP DL0365/Y/20200729 14:15/MEX~MEX/20200729 15:45/AM0274/OP AM0274/Y/20200729 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200730 07:00/DL2049/OP DL2049/Y/20200730 08:44/ATL~ATL/20200730 11:53/DL0365/OP DL0365/Y/20200730 14:15/MEX~MEX/20200730 15:45/AM0274/OP AM0274/Y/20200730 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200731 07:00/DL2049/OP DL2049/Y/20200731 08:44/ATL~ATL/20200731 11:53/DL0365/OP DL0365/Y/20200731 14:15/MEX~MEX/20200731 15:45/AM0274/OP AM0274/Y/20200731 17:00/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 19:22/DL0316/OP DL0316/Y/20200803 22:00/MEX~MEX/20200804 07:00/AM0270/OP AM0270/Y/20200804 08:30/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 08:26/DL0334/OP DL0334/Y/20200803 10:55/MEX~MEX/20200804 07:00/AM0270/OP AM0270/Y/20200804 08:30/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 17:03/DL0359/OP DL0359/Y/20200803 19:40/MEX~MEX/20200804 07:00/AM0270/OP AM0270/Y/20200804 08:30/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
DCA/20200802 20:06/DL2093/OP DL2093/Y/20200802 22:06/ATL~ATL/20200803 09:56/DL0363/OP DL0363/Y/20200803 12:30/MEX~MEX/20200804 07:00/AM0270/OP AM0270/Y/20200804 08:30/SJD-DL UNNL0NBM EOU PUBLIC,344.00 USD,DL,BASIC ECONOMY,See rules,1st for USD30  - 2nd for USD55,At check-in or for a fee,Non-refundable,Free,31~31~31,standard legroom~standard legroom~standard legroom,no~no~no,ONE(0),better~better~n/a,standard~standard~standard,
